assembly_id,batch_condition,component_index,severity,scenario_type,predicted_quality,actual_quality,prediction_absolute_error,true_best_of_20_quality,absolute_regret,exact_best_hit,top3_hit,selected_true_rank,selected_beats_zero,selected_source,z_adj,theta_adj,locator_offset,correction_utilization,mean_gap,max_gap,parallelism,rms
237,offset_drift,3,high,tilt,0.15433998145949124,0.13000537964728168,0.02433460181220956,0.13000537964728168,0.0,True,True,1,True,informed,-0.2882588338554293,0.0875535215549887,-0.0,0.11530353354217171,0.11312473078250544,0.2749256483834005,1.1102230246251565e-16,0.13590265897509873
237,offset_drift,4,low,mixed,0.16720046047284995,0.17105447050958975,0.0038540100367397967,0.17105447050958975,0.0,True,True,1,True,informed,-0.20312498553518876,3.180554681463517e-18,-0.0,0.0812499942140755,0.14602298818853626,0.3651369448684175,1.1102230246251565e-16,0.177064905925036
237,offset_drift,5,medium,mixed,0.17215946796878562,0.1570679463943664,0.015091521574419231,0.1570679463943664,0.0,True,True,1,True,informed,-0.281099424937727,-0.029417135404326597,-0.0,0.1124397699750908,0.1367272467956779,0.3312704465826495,5.551115123125783e-17,0.1666863838086817
255,offset_drift,1,medium,waviness,0.037244668344366974,0.03843259659909643,0.0011879282547294576,0.03843259659909643,0.0,True,True,1,True,informed,-0.2127965395679451,-0.0,-0.0,0.08511861582717803,0.043291128773708845,0.06870416577305721,5.551115123125783e-17,0.048340082350665996
255,offset_drift,2,medium,mixed,0.15654272206045955,0.14109156837174186,0.01545115368871769,0.14109156837174186,0.0,True,True,1,True,informed,-0.2127965395679451,-0.0232405454286489,-0.0,0.08511861582717803,0.12231656717417971,0.2976256038403112,5.551115123125783e-17,0.15108917067394562
255,offset_drift,3,high,mixed,0.26469270705094855,0.28843813238129545,0.023745425330346903,0.28843813238129545,0.0,True,True,1,True,informed,-0.5235727163698954,0.0494019355405418,-0.0,0.20942908654795817,0.28474368623432267,0.5683794091453536,5.551115123125783e-17,0.3250120376739255
255,offset_drift,4,low,waviness,0.24777133582013144,0.24091494200840968,0.0068563938117217615,0.24091494200840968,0.0,True,True,1,True,informed,-0.34810820274707066,1.5902773407317584e-18,-0.0,0.13924328109882828,0.21110827232982193,0.5068878769004721,1.1102230246251565e-16,0.25516097239321434
255,offset_drift,5,medium,bend,0.29876867823067327,0.2901805556934448,0.00858812253722846,0.2901805556934448,0.0,True,True,1,True,informed,-0.28045237115750793,3.180554681463517e-18,-0.0,0.11218094846300317,0.25972700022846346,0.6046321979716118,2.7755575615628914e-17,0.30872796233422234
266,offset_drift,1,high,mixed,0.14226988877692673,0.14936897672847704,0.007099087951550315,0.08605261354949126,0.06331636317898579,False,True,2,True,local_informed,-0.18673274353037791,0.00022423557550819984,-0.20177084933057837,0.20177084933057837,0.10851116185832349,0.194968321943214,0.154232890506365,0.12055264436106292
266,offset_drift,2,medium,mixed,0.2511846502003311,0.19501232287224007,0.05617232732809102,0.19501232287224007,0.0,True,True,1,True,informed,-0.2655979703304204,0.006901008345753409,0.2747184883317183,0.2747184883317183,0.17927744657648254,0.3267502731280837,0.07711644530933767,0.20069073368068888
266,offset_drift,3,high,mixed,0.21471459806367793,0.22088164077815384,0.006167042714475907,0.22088164077815384,0.0,True,True,1,True,informed,-0.29683496395031017,0.022116532746424063,-0.0,0.11873398558012407,0.1892811780786805,0.43353265405237507,0.03855821754067518,0.22470025876634597
266,offset_drift,4,extreme,mixed,0.19324808545969505,0.1893058999909788,0.003942185468716247,0.1893058999909788,0.0,True,True,1,True,informed,-0.28636838253517033,0.0011046115647665722,-0.0,0.11454735301406813,0.17482472674490737,0.37023936040406585,0.019279108777503356,0.20002941213035816
266,offset_drift,5,low,waviness,0.1890607224191804,0.20461499212359488,0.01555426970441448,0.20461499212359488,0.0,True,True,1,True,informed,-0.23461379518426845,0.0005523057827938534,-0.0,0.09384551807370738,0.20034090443011326,0.3967813996532433,0.00963955438964742,0.22586434581693687
274,offset_drift,1,high,tilt,5.234789921297332e-05,3.7333095177472255e-17,5.234789921293599e-05,3.7333095177472255e-17,0.0,True,True,1,True,informed,-0.2127965395679451,-0.0171319917133296,-3.010612855282417e-05,0.08511861582717803,7.419807342791888e-18,5.551115123125783e-17,5.551115123125783e-17,1.8004622358799977e-17
274,offset_drift,2,medium,bend,0.06513354933074098,0.06352181004176544,0.0016117392889755389,0.06352181004176544,0.0,True,True,1,True,informed,-0.2127965395679451,-1.5902773407317584e-18,-0.0,0.08511861582717803,0.07156373701159184,0.1135455146797012,8.326672684688674e-17,0.07989034534377508
274,offset_drift,3,high,twist,0.04462579550866174,0.03966443533897035,0.004961360169691391,0.03966443533897035,0.0,True,True,1,True,informed,-0.24857840807374101,-2.3854160110976377e-18,-0.0,0.0994313632294964,0.03904544993830118,0.07776364617390527,2.7755575615628914e-17,0.046217065053084
274,offset_drift,4,extreme,bend,0.29920335835469203,0.3228487532413189,0.02364539488662687,0.3228487532413189,0.0,True,True,1,True,informed,-0.2260797221170194,-7.951386703658792e-19,-0.0277726049581893,0.09043188884680776,0.349811033508262,0.5926421780965345,8.326672684688674e-17,0.40112789759879974
274,offset_drift,5,low,mixed,0.24793460626709674,0.23457648429291378,0.013358121974182957,0.23457648429291378,0.0,True,True,1,True,informed,-0.5529331763943702,-2.3854160110976377e-18,-0.0,0.2211732705577481,0.23273313222479913,0.4593168133308535,0.0,0.2696150062621799
281,offset_drift,1,medium,mixed,0.028212392837212222,3.8537871639819013e-17,0.028212392837212184,3.8537871639819013e-17,0.0,True,True,1,True,informed,-0.7416998504725204,0.0107234769973858,-0.0,0.2966799401890082,7.694615022154551e-18,1.1102230246251565e-16,0.0,2.922796394417954e-17
281,offset_drift,2,medium,mixed,0.10503051223168873,0.06897138176430849,0.03605913046738024,0.06897138176430849,0.0,True,True,1,True,informed,-0.2127965395679451,-0.0374936881349066,-0.0,0.08511861582717803,0.07769053443892243,0.12329693191854943,0.0,0.08675141857066931
281,offset_drift,3,high,mixed,0.17259257944034148,0.20182007374225996,0.029227494301918483,0.20182007374225996,0.0,True,True,1,True,informed,-0.2127965395679451,0.0134641540356332,-0.0,0.08511861582717803,0.20020656052699315,0.3964471185913435,9.71445146547012e-17,0.22823970006758934
281,offset_drift,4,low,mixed,0.2567863019102067,0.25388658646416684,0.002899715446039841,0.25388658646416684,0.0,True,True,1,True,informed,-0.23953229052558692,0.001050101831374103,0.0033602369891178,0.09581291621023477,0.23917745913976943,0.5138243179570937,5.551115123125783e-17,0.279860533351079
281,offset_drift,5,medium,waviness,0.286036435184464,0.2910405036283382,0.005004068443874243,0.2910405036283382,0.0,True,True,1,True,informed,-0.27033450494070477,1.5902773407317584e-18,-0.0,0.1081338019762819,0.29682455146184356,0.5621075726360619,1.3877787807814457e-16,0.33360866398966543
288,offset_drift,1,high,bend,0.08256299699940721,0.08256101171575589,1.9852836513206684e-06,0.08256101171575589,0.0,True,True,1,True,informed,-0.2127965395679451,-0.0,-0.0,0.08511861582717803,0.0930133213451028,0.1475781713647435,2.7755575615628914e-17,0.10383563902801979
288,offset_drift,2,medium,mixed,0.05627322084255548,0.05144324680466466,0.004829974037890823,0.05144324680466466,0.0,True,True,1,True,informed,-0.25930320024049647,0.0006773107770218993,-0.0,0.10372128009619859,0.05102533415540957,0.10107151069219211,5.551115123125783e-17,0.0581419335038414
288,offset_drift,3,high,waviness,0.11200290267499922,0.11217372274515859,0.0001708200701593665,0.11217372274515859,0.0,True,True,1,True,informed,-0.21965296777086044,1.5902773407317584e-18,-0.0,0.08786118710834417,0.10206464356227704,0.23177214369808055,1.1102230246251565e-16,0.12022686567051283
288,offset_drift,4,extreme,tilt,0.11417384282079424,0.11111660390656794,0.0030572389142262957,0.11111660390656794,0.0,True,True,1,True,informed,-0.21622475366940277,-0.013576477150398296,-0.0,0.08648990146776112,0.1020180350225969,0.22834392959662286,1.3877787807814457e-17,0.12008014520802028
288,offset_drift,5,low,mixed,0.1125617807197339,0.11060379238490194,0.0019579883348319616,0.11060379238490194,0.0,True,True,1,True,informed,-0.23127875228144962,-0.0017105635263782995,-0.0,0.09251150091257984,0.10203500637953482,0.22662982254589403,0.0,0.1200434370727328
290,offset_drift,1,high,waviness,0.08497224379363899,0.081079893883259,0.003892349910379997,0.081079893883259,0.0,True,True,1,True,informed,-0.2127965395679451,-0.0,-0.0,0.08511861582717803,0.09132976789659165,0.1449427559715879,1.1102230246251565e-16,0.10198136722805108
290,offset_drift,2,medium,mixed,0.11001774200482724,0.13385939048012307,0.023841648475295837,0.13385939048012307,0.0,True,True,1,True,informed,-0.4037906989484984,-0.015349584275505396,-0.0,0.16151627957939935,0.14908912724585524,0.24160250622807955,1.1102230246251565e-16,0.1665190043794262
290,offset_drift,3,high,mixed,0.25164468583103916,0.28667920772279315,0.03503452189175399,0.28667920772279315,0.0,True,True,1,False,zero,0.0,0.0,0.0,0.0,0.2630191082981816,0.5889127980897497,1.6653345369377348e-16,0.31099635806413717
290,offset_drift,4,extreme,tilt,0.27456721512744403,0.26379880681517265,0.010768408312271383,0.26379880681517265,0.0,True,True,1,True,informed,-0.27373382845028005,0.030208673558416402,-0.0,0.10949353138011202,0.25384106978852167,0.5279755092074148,1.6653345369377348e-16,0.292538331163917
290,offset_drift,5,low,mixed,0.27586942778355744,0.25373080373865786,0.02213862404489958,0.25373080373865786,0.0,True,True,1,True,informed,-0.24326518400911257,-0.017390653383306198,-0.0,0.09730607360364503,0.25209529193345526,0.4977375647046311,8.326672684688674e-17,0.28780946747231934
295,offset_drift,1,medium,mixed,0.0647483618016144,0.02454813422195557,0.04020022757965883,0.02454813422195557,0.0,True,True,1,True,informed,-0.34915612448319056,-0.0,-0.0036949639961914,0.13966244979327622,0.021156910087746998,0.05123471580153505,0.0,0.02830646455170958
295,offset_drift,2,medium,mixed,0.09491398786619613,0.08885663081018544,0.006057357056010695,0.08885663081018544,0.0,True,True,1,True,informed,-0.22283328187972215,-0.0143504800105772,-0.0,0.08913331275188886,0.08840387046726315,0.17452780725061745,1.3877787807814457e-16,0.0997712749482121
295,offset_drift,3,high,tilt,0.2460146375551969,0.08725484800986306,0.15875978954533382,0.08725484800986306,0.0,True,True,1,True,informed,-0.21781491072383363,-0.03703866705419019,0.1881805138313168,0.1881805138313168,0.08820941493002583,0.1695094360947289,4.163336342344337e-17,0.09939192702436637
295,offset_drift,4,low,waviness,0.09809775240591177,0.10989299016570353,0.011795237759791757,0.10989299016570353,0.0,True,True,1,True,informed,-0.21530572514588936,1.1927080055488189e-18,-0.0,0.08612229005835574,0.11443598154064907,0.20905126585858902,8.326672684688674e-17,0.12846815945932089
295,offset_drift,5,medium,mixed,0.14848752460900988,0.16286165882170994,0.014374134212700063,0.16286165882170994,0.0,True,True,1,True,informed,-0.21405113235691722,-0.013927671565854399,-0.0,0.08562045294276689,0.1745738789189312,0.3032366728952426,1.249000902703301e-16,0.19518493277457766
313,offset_drift,1,medium,tilt,0.18091125973414074,4.00346857624826e-17,0.1809112597341407,4.00346857624826e-17,0.0,True,True,1,True,informed,-0.2127965395679451,-0.0547753617100979,-0.1076915001383169,0.1076915001383169,1.2675504210602809e-17,1.1102230246251565e-16,0.0,2.925343760547062e-17
313,offset_drift,2,medium,bend,0.04894958925381986,0.046381623358099665,0.002567965895720198,0.046381623358099665,0.0,True,True,1,True,informed,-0.2127965395679451,-0.0,-0.0,0.08511861582717803,0.05225358493385746,0.0829073556375805,0.0,0.05833341186668276
313,offset_drift,3,high,mixed,0.08998224053846039,0.05524099105515301,0.03474124948330738,0.05524099105515301,0.0,True,True,1,True,informed,-0.3651559061584848,-0.0061349925983086,-0.0,0.14606236246339394,0.05163778042560114,0.11187908304460681,5.551115123125783e-17,0.06185932014090613
313,offset_drift,4,low,waviness,0.10914402607385108,0.07581715693486109,0.033326869138989995,0.07581715693486109,0.0,True,True,1,True,informed,-0.234148537780373,1.5902773407317584e-18,-0.0978800173605878,0.0978800173605878,0.07465192372191179,0.14960856218828097,5.551115123125783e-17,0.0853901116180325
313,offset_drift,5,medium,waviness,0.1183920587173626,0.12444159460045609,0.006049535883093496,0.12444159460045609,0.0,True,True,1,True,informed,-0.22347253867415903,1.5902773407317584e-18,-0.0,0.08938901546966362,0.13221514123271294,0.23332627892517113,5.551115123125783e-17,0.1477916855309088
323,offset_drift,1,medium,bend,0.07594634747873684,0.07634502793340099,0.00039868045466415203,0.07634502793340099,0.0,True,True,1,True,informed,-0.2127965395679451,-0.0,0.0073101194296913,0.08511861582717803,0.08601038757516953,0.1364670730294772,2.7755575615628914e-17,0.09601789752006959
323,offset_drift,2,medium,waviness,0.10397988362260041,0.10394068912266675,3.919449993365631e-05,0.10394068912266675,0.0,True,True,1,True,informed,-0.25580173335552986,-7.951386703658792e-19,-0.0,0.10232069334221194,0.09164521425250648,0.21836104463616057,5.551115123125783e-17,0.1093881145606662
323,offset_drift,3,high,mixed,0.20146448613351137,0.1774696543408546,0.023994831792656768,0.1774696543408546,0.0,True,True,1,True,informed,0.42599117496256583,0.014254991035065901,0.1073480890569764,0.17039646998502633,0.15179107964150776,0.3778488999134805,5.551115123125783e-17,0.18577660474358096
323,offset_drift,4,low,twist,0.15891110242722306,0.15703114242432992,0.001879960002893144,0.15703114242432992,0.0,True,True,1,True,informed,-0.2634289344976866,-1.5902773407317584e-18,-0.0,0.10537157379907465,0.13834485568732544,0.3296728740222345,5.551115123125783e-17,0.16625823511461926
323,offset_drift,5,medium,mixed,0.22872640115507778,0.23206222553851955,0.0033358243834417656,0.23206222553851955,0.0,True,True,1,True,informed,-0.24313274543780533,0.008522919065952499,-0.0,0.09725309817512214,0.19857783899490214,0.4950426905839787,5.551115123125783e-17,0.23976066664855264
327,offset_drift,1,medium,mixed,0.13421937575943577,0.13397885229488027,0.00024052346455549767,0.13397885229488027,0.0,True,True,1,True,informed,-0.2127965395679451,-0.0317047100055306,-0.0,0.08511861582717803,0.11620438159053254,0.28352673644185267,5.551115123125783e-17,0.1405951688516469
327,offset_drift,2,medium,mixed,0.15214225464406453,0.1402264959689881,0.011915758675076438,0.1402264959689881,0.0,True,True,1,True,informed,0.047228925865564396,0.012563950116309201,-0.0,0.01889157034622576,0.11897860195998612,0.30055471322150207,1.1796119636642288e-16,0.1436650141454159
327,offset_drift,3,high,waviness,0.18466975717269396,0.18608189931210012,0.0014121421394061584,0.18608189931210012,0.0,True,True,1,True,informed,-0.23839680655962875,3.379339349054987e-18,-0.0,0.0953587226238515,0.17519183197024668,0.37790696826065057,1.3877787807814457e-16,0.2015225924283092
327,offset_drift,4,low,mixed,0.19713846867098883,0.19845426840574126,0.001315799734752432,0.19845426840574126,0.0,True,True,1,True,informed,-0.12518154172438312,-0.0017411047725188961,-0.0,0.05007261668975325,0.19337538071066054,0.3946225702946802,9.71445146547012e-17,0.2205488310413902
327,offset_drift,5,medium,bend,0.22516398322796216,0.21561808319241715,0.009545900035545007,0.21561808319241715,0.0,True,True,1,True,informed,-0.21769542292942992,2.782985346280577e-18,0.0629707777625192,0.08707816917177197,0.19817625724324672,0.4439110082347528,4.163336342344337e-17,0.22991903549017317
329,offset_drift,1,medium,mixed,0.07433440283161916,0.06204565806906499,0.012288744762554163,0.06204565806906499,0.0,True,True,1,True,informed,-0.2127965395679451,0.0116700423551249,-0.0,0.08511861582717803,0.06631271549602834,0.1151162738530449,1.3877787807814457e-17,0.0761696126434302
329,offset_drift,2,medium,tilt,0.09296579020491647,0.04226588445445141,0.050699905750465055,0.04226588445445141,0.0,True,True,1,True,informed,-0.24595289731595926,-0.0379300726035761,-0.0,0.0983811589263837,0.04224711112023036,0.08195991610503073,1.1102230246251565e-16,0.050037762868730476
329,offset_drift,3,high,mixed,0.18209321017875332,0.20216343608237114,0.020070225903617817,0.20216343608237114,0.0,True,True,1,True,informed,-0.30033619261802436,-3.180554681463517e-18,-0.0,0.12013447704720974,0.19395482236922604,0.40554767408045456,5.551115123125783e-17,0.22312687147466945
329,offset_drift,4,low,twist,0.15811956974083832,0.15385592104843993,0.004263648692398397,0.15385592104843993,0.0,True,True,1,True,informed,-0.3016222501698107,-1.5902773407317584e-18,-0.0,0.12064890006792428,0.1398008039600465,0.3182459017094774,5.551115123125783e-17,0.16441909347582703
329,offset_drift,5,medium,twist,0.20256871698301937,0.1312421820595486,0.07132653492347077,0.1312421820595486,0.0,True,True,1,True,informed,-0.2603238221425706,-1.5902773407317584e-18,0.1645054689279078,0.1645054689279078,0.1183641400724238,0.27144185868927884,5.551115123125783e-17,0.14300382431037806
335,angular_drift,1,medium,waviness,0.017097392855057403,0.017087797908250307,9.594946807096189e-06,0.017087797908250307,0.0,True,True,1,True,informed,-0.0,-0.0279592204885945,-0.0,0.023299350407162085,0.01924798543855266,0.030547061715120505,2.7755575615628914e-17,0.021492837621483483
335,angular_drift,2,medium,bend,0.053362309394726706,0.05369528103403355,0.0003329716393068449,0.05369528103403355,0.0,True,True,1,True,informed,3.4350959920332815e-19,-0.0279592204885945,-0.0,0.023299350407162085,0.05176412830793936,0.10729063458931642,2.7755575615628914e-17,0.05978852164856806
335,angular_drift,3,high,mixed,0.13086087187367082,0.1121772202389938,0.018683651634677015,0.10099116978847139,0.011186050450522414,False,True,2,False,zero,0.0,0.0,0.0,0.0,0.06240934238146045,0.1587136703459554,0.12755551929649941,0.0757366063181923
335,angular_drift,4,low,mixed,0.16616320770837634,0.12878223882767934,0.037380968880697,0.12878223882767934,0.0,True,True,1,True,informed,-0.017991081278377972,-0.050865881391568446,-0.0,0.04238823449297371,0.10402300370360618,0.221702398937413,0.06377757814069118,0.11931344593166242
335,angular_drift,5,medium,offset,0.1744986995297936,0.08504942798780338,0.08944927154199023,0.08504942798780338,0.0,True,True,1,True,informed,0.5743579246600257,-0.02978631351363093,-0.0,0.22974316986401028,0.06332848447244442,0.16233923871880962,0.03188878101303144,0.07782476726517738
337,angular_drift,1,medium,mixed,0.11644763800611546,0.11431002155090536,0.0021376164552101007,0.11431002155090536,0.0,True,True,1,True,informed,-0.0429185829313944,-0.0555230918355209,-0.0,0.04626924319626742,0.10723991596863593,0.2320618347544164,2.2749466788152262e-07,0.12519428085589301
337,angular_drift,2,medium,mixed,0.2760021854506933,0.2794887360535946,0.0034865506029012616,0.2794887360535946,0.0,True,True,1,True,informed,-0.050595225624196716,-0.027959213971352335,-0.0,0.023299344976126946,0.2665569507760988,0.562417894923375,1.1374730682356393e-07,0.30796248219560374
337,angular_drift,3,high,mixed,0.29705133212801543,0.22960850454024992,0.06744282758776551,0.2275312605359278,0.002077244004322132,False,True,2,True,informed,-0.12348022881913202,0.0320086345313646,-0.0,0.04939209152765281,0.19940298483174376,0.48600418691977254,3.4220071776225325e-07,0.23986250354579708
337,angular_drift,4,low,mixed,0.24814278899364206,0.2007717784663115,0.04737101052733056,0.2007717784663115,0.0,True,True,1,True,informed,-0.4193097012439917,-0.04059754590210027,0.0908834359135341,0.16772388049759668,0.17531570449498576,0.42263584975498103,2.47369094152905e-07,0.2138623798059322
337,angular_drift,5,medium,twist,0.19233023546203504,0.1906152997740733,0.001714935687961744,0.1906152997740733,0.0,True,True,1,True,informed,-0.02754252225222169,-0.027959213401991964,-0.0,0.02329934450165997,0.16940882056710438,0.39649370400063483,1.236845175722756e-07,0.2084450529839627
343,angular_drift,1,medium,waviness,0.05877641761307839,0.05876502614982469,1.1391463253698775e-05,0.05876502614982469,0.0,True,True,1,True,informed,-0.0,-0.0279592204885945,-0.0,0.023299350407162085,0.0661939223357664,0.1050515045957243,8.326672684688674e-17,0.07391398070377458
343,angular_drift,2,medium,offset,0.07113363981845985,0.05876502614982469,0.012368613668635162,0.05876502614982469,0.0,True,True,1,True,informed,-0.5225433104406008,-0.027959220488594498,-0.0,0.2090173241762403,0.0661939223357664,0.10505150459572432,5.551115123125783e-17,0.07391398070377458
343,angular_drift,3,high,mixed,0.21832634383600288,0.15164445453888095,0.06668188929712193,0.15164445453888095,0.0,True,True,1,True,informed,-1.648846076175975e-18,0.009368693350193297,-0.0651148845995329,0.0651148845995329,0.16724259537886757,0.2759343988339335,5.198403726924816e-08,0.18691340679829452
343,angular_drift,4,low,twist,0.20069909194782504,0.15208120661184035,0.048617885335984684,0.15208120661184035,0.0,True,True,1,True,informed,0.003313113941874,-0.027959218999361532,0.1094931384357919,0.1094931384357919,0.1673410022590794,0.27727884394143754,2.5992012459008507e-08,0.18695244954081525
343,angular_drift,5,medium,mixed,0.23520106152398237,0.22186412559436108,0.01333693592962129,0.22186412559436108,0.0,True,True,1,True,informed,0.0031239403894168876,-0.009184553413340393,-0.0,0.0076537945111169944,0.24057830367315508,0.4092989022059041,1.2636290763756719e-08,0.26900960039756117
358,angular_drift,1,high,bend,0.09655096179129592,0.0965240827115888,2.6879079707123332e-05,0.0965240827115888,0.0,True,True,1,True,informed,-0.0,-0.0279592204885945,-0.0,0.023299350407162085,0.1087441315969355,0.1725372221488542,2.7755575615628914e-17,0.12139676587851875
358,angular_drift,2,medium,tilt,0.07460481519802918,0.06301756184172154,0.011587253356307642,0.06301756184172154,0.0,True,True,1,True,informed,-0.05437206579846775,-0.0480028111738612,-0.0,0.04000234264488434,0.06635849221125997,0.11816515635038645,1.430209018993267e-07,0.07660424366957037
358,angular_drift,3,high,bend,0.15956290829400363,0.16159892747661758,0.0020360191826139518,0.16159892747661758,0.0,True,True,1,True,informed,-0.027186032899233874,-0.02795921639134747,-0.0,0.02329934699278956,0.17186860404423435,0.3004450447976968,7.151043387998435e-08,0.1990481137090808
358,angular_drift,4,extreme,bend,0.20256490116479395,0.2011033436311983,0.0014615575335956421,0.2011033436311983,0.0,True,True,1,True,informed,-0.07960251119020795,-0.027959218439971477,-0.0,0.03184100447608318,0.21185734892799,0.37685536724270546,3.575520840515267e-08,0.2448951805342715
358,angular_drift,5,low,bend,0.19497991513124543,0.19986637840271923,0.0048864632714737954,0.19986637840271923,0.0,True,True,1,True,informed,-0.08896595148026792,-0.027959219464283234,-0.0,0.03558638059210717,0.2120710139861176,0.3735407786012556,1.7877599900462116e-08,0.24182835263227292
371,angular_drift,1,medium,offset,0.009110363760945773,0.0,0.009110363760945773,0.0,0.0,True,True,1,True,informed,0.1919460940602284,-0.0279592204885945,-0.0,0.07677843762409135,0.0,0.0,0.0,0.0
371,angular_drift,2,medium,mixed,0.06205625842301694,0.05823093585314477,0.0038253225698721693,0.05823093585314477,0.0,True,True,1,True,informed,0.4462598900496278,-0.0279592204885945,-0.0,0.1785039560198511,0.05963769122765224,0.11201688806945709,5.551115123125783e-17,0.06734562064011954
371,angular_drift,3,high,waviness,0.06464281461171874,0.07759274298351053,0.012949928371791791,0.07759274298351053,0.0,True,True,1,True,informed,0.0057653662111879075,-0.0279592204885945,-0.0,0.023299350407162085,0.08331984993699822,0.14426915439337476,8.326672684688674e-17,0.09316041684398621
371,angular_drift,4,low,waviness,0.1277356620276933,0.08293985383149065,0.044795808196202644,0.08293985383149065,0.0,True,True,1,True,informed,0.0028826831055939572,-0.027959220488594498,0.0783679140144964,0.0783679140144964,0.09034483406228833,0.15251196443765755,2.7755575615628914e-17,0.10082814281506872
371,angular_drift,5,medium,mixed,0.29185475476272243,0.17622429367550196,0.11563046108722047,0.17622429367550196,0.0,True,True,1,True,informed,-0.11370216364519163,0.010912772736497395,-0.0,0.045480865458076655,0.1507353737950081,0.3746947987327946,6.305640244674837e-08,0.18595223000240446
373,angular_drift,1,medium,bend,0.09201499710962055,0.08946441570557108,0.0025505814040494706,0.08946441570557108,0.0,True,True,1,True,informed,-0.0,-0.0279592204885945,-0.0306789335280749,0.0306789335280749,0.10079070343303581,0.1599180363426163,2.7755575615628914e-17,0.11251793772875444
373,angular_drift,2,medium,mixed,0.15861075109974765,0.15416983195394326,0.004440919145804384,0.15416983195394326,0.0,True,True,1,True,informed,-0.050395351716517905,-0.019742317711861003,-0.0,0.02015814068660716,0.16615254324057696,0.28394286765692933,2.4113680441306684e-08,0.19141201450587256
373,angular_drift,3,high,mixed,0.226332041950858,0.21646372901635305,0.009868312934504936,0.21646372901635305,0.0,True,True,1,True,informed,-0.08016312360466632,0.04432646974229624,-0.0,0.03693872478524687,0.2264943730115121,0.4070615615055518,4.6423485355884253e-07,0.26396809390777837
373,angular_drift,4,low,twist,0.16487101742443297,0.16122223874660588,0.0036487786778270914,0.16122223874660588,0.0,True,True,1,True,informed,-0.10123141973775611,-0.027959207189245595,-0.0,0.040492567895102444,0.1677637432600542,0.30583014176779566,2.3211737151807021e-07,0.1914400360303946
373,angular_drift,5,medium,mixed,0.1763707901015679,0.16374136823398694,0.012629421867580953,0.16374136823398694,0.0,True,True,1,True,informed,-0.03852921929251816,-0.047766045863347935,-0.0,0.039805038219456614,0.1616192290937492,0.3219423581938098,2.5669304398734383e-07,0.18672815039806062
381,angular_drift,1,medium,twist,0.021739588246653483,0.021759338111791662,1.9749865138179307e-05,0.021759338111791662,0.0,True,True,1,True,informed,-0.0,-0.0279592204885945,-0.0,0.023299350407162085,0.022428758551075494,0.041225406139702714,2.7755575615628914e-17,0.02663088704558194
381,angular_drift,2,medium,mixed,0.024129892120611486,0.011144784343365542,0.012985107777245944,0.011144784343365542,0.0,True,True,1,True,informed,0.06492223347775736,-0.0279592204885945,-0.0,0.02596889339110294,0.014659991580895856,0.017547621767085922,2.7755575615628914e-17,0.014825003389710009
381,angular_drift,3,high,bend,0.05035849950072912,0.0457290220481263,0.004629477452602816,0.0457290220481263,0.0,True,True,1,True,informed,0.007329995790447928,-0.0279592204885945,0.0154960378163929,0.023299350407162085,0.04881164862078925,0.0848365622059101,8.326672684688674e-17,0.05634558800116468
381,angular_drift,4,low,waviness,0.05469518935704581,0.041984247288142616,0.012710942068903192,0.041984247288142616,0.0,True,True,1,True,informed,-0.024293845053177856,-0.027959220488594505,-0.0397353931036667,0.0397353931036667,0.036336671821690085,0.08901799540713448,2.7755575615628914e-17,0.04377847119495238
381,angular_drift,5,medium,waviness,0.07005111873129785,0.07319264615659483,0.0031415274252969833,0.07319264615659483,0.0,True,True,1,True,informed,-0.012146922526588935,-0.0279592204885945,-0.0,0.023299350407162085,0.06902237992373525,0.14847937889284382,2.7755575615628914e-17,0.07942118511621099
403,angular_drift,1,medium,offset,0.003018858203315265,4.352107243477749e-17,0.0030188582033152216,4.352107243477749e-17,0.0,True,True,1,True,informed,-0.4911121523869691,-0.0279592204885945,0.0145947268660628,0.19644486095478764,1.97861529141117e-17,1.1102230246251565e-16,0.0,4.278535821789286e-17
403,angular_drift,2,medium,bend,0.06425382359099166,0.060698568737292374,0.0035552548536992856,0.060698568737292374,0.0,True,True,1,True,informed,1.09923071745065e-18,-0.0279592204885945,-0.0199120031787409,0.023299350407162085,0.06838307043265256,0.1084989584375127,2.7755575615628914e-17,0.0763396007624279
403,angular_drift,3,high,waviness,0.09272433166962483,0.08816230318813904,0.004562028481485791,0.08816230318813904,0.0,True,True,1,True,informed,-0.03419153521632628,-0.0279592204885945,-0.0,0.023299350407162085,0.07875320308574885,0.18405726463421684,5.551115123125783e-17,0.09319162872149314
403,angular_drift,4,low,mixed,0.1487735224512474,0.15829510788380866,0.009521585432561264,0.15829510788380866,0.0,True,True,1,True,informed,-0.017095767608163136,-0.0279592204885945,-0.0,0.023299350407162085,0.13546230703573534,0.33687117057968463,5.551115123125783e-17,0.16595064599182632
403,angular_drift,5,medium,waviness,0.19604640951860702,0.19451145371957534,0.0015349557990316787,0.19451145371957534,0.0,True,True,1,True,informed,-0.046295777144957875,-0.0279592204885945,-0.0,0.023299350407162085,0.18221753563224236,0.39610114707372834,1.6653345369377348e-16,0.21015848907784082
